Date,Sampler,Burn_Timing,UTME,UTMN,ELYCAP,DANCAL,STIPUL,Comment
5/17/2017,MHalbur,Pretreatment,525240,4270360,3,0,0,NA
5/17/2017,MHalbur,Pretreatment,525250,4270360,2,0,0,NA
5/17/2017,MHalbur,Pretreatment,525260,4270360,5,0,0,NA
5/17/2017,MHalbur,Pretreatment,525270,4270360,2,0,0,NA
5/17/2017,MHalbur,Pretreatment,525280,4270360,0,0,0,NA
5/17/2017,MHalbur,Pretreatment,525290,4270360,0,0,2,NA
5/17/2017,MHalbur,Pretreatment,525300,4270360,0,0,1,NA
5/17/2017,MHalbur,Pretreatment,525310,4270360,1,0,1,NA
5/17/2017,MHalbur,Pretreatment,525320,4270360,4,0,2,NA
5/17/2017,MHalbur,Pretreatment,525330,4270360,4,0,1,NA
5/17/2017,MHalbur,Pretreatment,525340,4270360,0,0,1,NA
5/17/2017,MHalbur,Pretreatment,525350,4270360,4,0,0,NA
5/17/2017,MHalbur,Pretreatment,525360,4270360,4,0,0,NA
5/17/2017,MHalbur,Pretreatment,525370,4270360,4,0,0,NA
5/17/2017,MHalbur,Pretreatment,525380,4270360,1,0,0,NA
5/17/2017,MHalbur,Pretreatment,525390,4270360,3,0,0,NA
5/17/2017,MHalbur,Pretreatment,525400,4270360,1,0,0,NA
5/17/2017,MHalbur,Pretreatment,525410,4270360,1,0,0,NA
5/17/2017,MHalbur,Pretreatment,525420,4270360,2,0,0,NA
5/17/2017,MHalbur,Pretreatment,525430,4270360,4,0,0,NA
5/17/2017,MHalbur,Pretreatment,525440,4270360,4,0,0,NA
5/17/2017,MHalbur,Pretreatment,525450,4270360,2,0,0,NA
5/18/2017,MHalbur,Pretreatment,525030,4270350,4,0,0,NA
5/18/2017,MHalbur,Pretreatment,525040,4270350,3,0,0,NA
5/18/2017,MHalbur,Pretreatment,525050,4270350,4,0,1,NA
5/18/2017,MHalbur,Pretreatment,525060,4270350,0,0,0,NA
5/18/2017,MHalbur,Pretreatment,525070,4270350,0,0,0,NA
5/18/2017,MHalbur,Pretreatment,525080,4270350,1,0,2,NA
5/18/2017,MHalbur,Pretreatment,525090,4270350,1,0,0,NA
5/18/2017,MHalbur,Pretreatment,525100,4270350,1,0,0,NA
5/18/2017,MHalbur,Pretreatment,525110,4270350,1,0,0,NA
5/18/2017,MHalbur,Pretreatment,525120,4270350,3,0,1,NA
5/18/2017,MHalbur,Pretreatment,525130,4270350,3,0,0,NA
5/18/2017,MHalbur,Pretreatment,525140,4270350,3,0,0,NA
5/18/2017,MHalbur,Pretreatment,525150,4270350,2,0,0,NA
5/18/2017,MHalbur,Pretreatment,525160,4270350,3,0,0,NA
5/18/2017,MHalbur,Pretreatment,525170,4270350,2,0,2,NA
5/18/2017,MHalbur,Pretreatment,525180,4270350,1,0,2,NA
5/17/2017,MHalbur,Pretreatment,525190,4270350,1,0,0,NA
5/17/2017,MHalbur,Pretreatment,525200,4270350,1,0,1,NA
5/17/2017,MHalbur,Pretreatment,525210,4270350,1,0,0,NA
5/17/2017,MHalbur,Pretreatment,525220,4270350,1,0,0,NA
5/17/2017,MHalbur,Pretreatment,525230,4270350,1,0,0,NA
5/17/2017,MHalbur,Pretreatment,525240,4270350,1,0,0,NA
5/17/2017,MHalbur,Pretreatment,525250,4270350,2,0,0,NA
5/17/2017,MHalbur,Pretreatment,525260,4270350,4,0,0,NA
5/17/2017,MHalbur,Pretreatment,525270,4270350,3,0,0,NA
5/17/2017,MHalbur,Pretreatment,525280,4270350,0,0,0,NA
5/17/2017,MHalbur,Pretreatment,525290,4270350,0,0,1,NA
5/17/2017,MHalbur,Pretreatment,525300,4270350,0,0,2,NA
5/17/2017,MHalbur,Pretreatment,525310,4270350,0,0,1,NA
5/17/2017,MHalbur,Pretreatment,525320,4270350,0,0,1,NA
5/17/2017,MHalbur,Pretreatment,525330,4270350,1,0,1,NA
5/17/2017,MHalbur,Pretreatment,525340,4270350,4,0,0,NA
5/17/2017,MHalbur,Pretreatment,525380,4270350,1,0,0,NA
5/17/2017,MHalbur,Pretreatment,525390,4270350,2,0,0,NA
5/17/2017,MHalbur,Pretreatment,525400,4270350,1,0,0,NA
5/17/2017,MHalbur,Pretreatment,525410,4270350,4,0,0,NA
5/17/2017,MHalbur,Pretreatment,525420,4270350,5,0,0,NA
5/17/2017,MHalbur,Pretreatment,525430,4270350,4,0,0,NA
5/17/2017,MHalbur,Pretreatment,525440,4270350,1,0,0,NA
5/17/2017,MHalbur,Pretreatment,525450,4270350,0,0,0,NA
5/18/2017,MHalbur,Pretreatment,525030,4270340,5,0,0,NA
5/18/2017,MHalbur,Pretreatment,525040,4270340,2,0,1,NA
5/18/2017,MHalbur,Pretreatment,525050,4270340,1,0,1,NA
5/18/2017,MHalbur,Pretreatment,525060,4270340,0,0,0,NA
5/18/2017,MHalbur,Pretreatment,525070,4270340,0,0,1,NA
5/18/2017,MHalbur,Pretreatment,525080,4270340,2,0,0,NA
5/18/2017,MHalbur,Pretreatment,525090,4270340,2,0,0,NA
5/18/2017,MHalbur,Pretreatment,525100,4270340,1,2,0,NA
5/18/2017,MHalbur,Pretreatment,525110,4270340,2,1,1,NA
5/18/2017,MHalbur,Pretreatment,525120,4270340,2,0,0,NA
5/18/2017,MHalbur,Pretreatment,525130,4270340,1,0,0,NA
5/18/2017,MHalbur,Pretreatment,525140,4270340,1,0,0,NA
5/18/2017,MHalbur,Pretreatment,525150,4270340,2,0,0,NA
5/18/2017,MHalbur,Pretreatment,525160,4270340,2,0,0,NA
5/18/2017,MHalbur,Pretreatment,525170,4270340,3,0,3,NA
5/18/2017,MHalbur,Pretreatment,525180,4270340,3,0,1,NA
5/17/2017,MHalbur,Pretreatment,525190,4270340,1,0,2,NA
5/17/2017,MHalbur,Pretreatment,525200,4270340,0,0,0,NA
5/17/2017,MHalbur,Pretreatment,525210,4270340,1,0,0,NA
5/17/2017,MHalbur,Pretreatment,525220,4270340,1,0,0,NA
5/17/2017,MHalbur,Pretreatment,525230,4270340,1,0,0,NA
5/17/2017,MHalbur,Pretreatment,525240,4270340,2,0,1,NA
5/17/2017,MHalbur,Pretreatment,525250,4270340,1,0,0,NA
5/17/2017,MHalbur,Pretreatment,525260,4270340,5,0,0,NA
5/17/2017,MHalbur,Pretreatment,525270,4270340,1,0,0,NA
5/17/2017,MHalbur,Pretreatment,525280,4270340,0,0,0,NA
5/17/2017,MHalbur,Pretreatment,525290,4270340,0,0,1,NA
5/17/2017,MHalbur,Pretreatment,525300,4270340,0,0,1,NA
5/17/2017,MHalbur,Pretreatment,525310,4270340,0,0,1,NA
5/17/2017,MHalbur,Pretreatment,525320,4270340,0,0,2,NA
5/17/2017,MHalbur,Pretreatment,525330,4270340,0,0,2,NA
5/17/2017,MHalbur,Pretreatment,525420,4270340,5,0,0,NA
5/17/2017,MHalbur,Pretreatment,525430,4270340,5,0,0,NA
5/17/2017,MHalbur,Pretreatment,525440,4270340,2,0,4,NA
5/18/2017,MHalbur,Pretreatment,525030,4270330,3,0,0,NA
5/18/2017,MHalbur,Pretreatment,525040,4270330,2,0,0,NA
5/18/2017,MHalbur,Pretreatment,525050,4270330,0,0,0,NA
5/18/2017,MHalbur,Pretreatment,525060,4270330,0,0,0,NA
5/18/2017,MHalbur,Pretreatment,525070,4270330,0,0,0,NA
5/18/2017,MHalbur,Pretreatment,525080,4270330,2,0,0,NA
5/18/2017,MHalbur,Pretreatment,525090,4270330,1,0,1,NA
5/18/2017,MHalbur,Pretreatment,525100,4270330,1,0,1,NA
5/18/2017,MHalbur,Pretreatment,525110,4270330,3,0,1,NA
5/18/2017,MHalbur,Pretreatment,525120,4270330,0,0,0,NA
5/18/2017,MHalbur,Pretreatment,525130,4270330,1,0,0,NA
5/18/2017,MHalbur,Pretreatment,525140,4270330,4,0,2,NA
5/18/2017,MHalbur,Pretreatment,525150,4270330,2,0,0,NA
5/17/2017,MHalbur,Pretreatment,525160,4270330,2,0,0,NA
5/17/2017,MHalbur,Pretreatment,525170,4270330,2,0,0,NA
5/17/2017,MHalbur,Pretreatment,525180,4270330,3,0,0,NA
5/17/2017,MHalbur,Pretreatment,525190,4270330,2,0,2,NA
5/17/2017,MHalbur,Pretreatment,525200,4270330,0,1,0,NA
5/17/2017,MHalbur,Pretreatment,525210,4270330,1,0,0,NA
5/17/2017,MHalbur,Pretreatment,525220,4270330,2,0,0,NA
5/17/2017,MHalbur,Pretreatment,525230,4270330,3,0,0,NA
5/17/2017,MHalbur,Pretreatment,525240,4270330,2,0,0,NA
5/17/2017,MHalbur,Pretreatment,525250,4270330,2,0,0,NA
5/17/2017,MHalbur,Pretreatment,525260,4270330,1,0,0,NA
5/17/2017,MHalbur,Pretreatment,525270,4270330,3,0,0,NA
5/17/2017,MHalbur,Pretreatment,525280,4270330,2,0,0,NA
5/17/2017,MHalbur,Pretreatment,525290,4270330,0,0,0,NA
5/17/2017,MHalbur,Pretreatment,525300,4270330,0,0,0,NA
5/18/2017,MHalbur,Pretreatment,525030,4270320,1,0,0,NA
5/18/2017,MHalbur,Pretreatment,525040,4270320,2,0,0,NA
5/18/2017,MHalbur,Pretreatment,525050,4270320,0,0,0,NA
5/18/2017,MHalbur,Pretreatment,525060,4270320,0,0,0,NA
5/18/2017,MHalbur,Pretreatment,525070,4270320,0,0,0,NA
5/18/2017,MHalbur,Pretreatment,525080,4270320,1,0,0,NA
5/18/2017,MHalbur,Pretreatment,525090,4270320,1,0,1,NA
5/18/2017,MHalbur,Pretreatment,525100,4270320,1,0,0,NA
5/18/2017,MHalbur,Pretreatment,525110,4270320,1,0,0,NA
5/18/2017,MHalbur,Pretreatment,525120,4270320,2,0,1,NA
5/18/2017,MHalbur,Pretreatment,525130,4270320,4,0,2,NA
5/18/2017,MHalbur,Pretreatment,525140,4270320,5,0,2,NA
5/18/2017,MHalbur,Pretreatment,525150,4270320,1,0,2,NA
5/17/2017,MHalbur,Pretreatment,525160,4270320,1,2,0,NA
5/17/2017,MHalbur,Pretreatment,525170,4270320,2,0,0,NA
5/17/2017,MHalbur,Pretreatment,525180,4270320,2,0,0,NA
5/17/2017,MHalbur,Pretreatment,525190,4270320,0,0,0,NA
5/17/2017,MHalbur,Pretreatment,525200,4270320,1,0,0,NA
5/17/2017,MHalbur,Pretreatment,525210,4270320,1,0,0,NA
5/17/2017,MHalbur,Pretreatment,525220,4270320,2,0,0,NA
5/17/2017,MHalbur,Pretreatment,525230,4270320,5,0,0,NA
5/17/2017,MHalbur,Pretreatment,525240,4270320,1,0,0,NA
5/17/2017,MHalbur,Pretreatment,525250,4270320,4,0,0,NA
5/17/2017,MHalbur,Pretreatment,525260,4270320,2,0,0,NA
5/18/2017,MHalbur,Pretreatment,525030,4270310,4,0,0,NA
5/18/2017,MHalbur,Pretreatment,525040,4270310,0,0,0,NA
5/18/2017,MHalbur,Pretreatment,525050,4270310,0,1,1,NA
5/18/2017,MHalbur,Pretreatment,525060,4270310,1,0,1,NA
5/18/2017,MHalbur,Pretreatment,525070,4270310,0,0,1,NA
5/18/2017,MHalbur,Pretreatment,525080,4270310,0,1,0,NA
5/18/2017,MHalbur,Pretreatment,525090,4270310,1,0,1,NA
5/18/2017,MHalbur,Pretreatment,525100,4270310,1,0,0,NA
5/18/2017,MHalbur,Pretreatment,525110,4270310,3,0,0,NA
5/18/2017,MHalbur,Pretreatment,525120,4270310,3,0,0,NA
5/18/2017,MHalbur,Pretreatment,525130,4270310,3,0,0,NA
5/18/2017,MHalbur,Pretreatment,525140,4270310,4,0,1,NA
5/18/2017,MHalbur,Pretreatment,525150,4270310,4,0,2,NA
5/17/2017,MHalbur,Pretreatment,525160,4270310,3,0,2,NA
5/17/2017,MHalbur,Pretreatment,525170,4270310,2,0,1,NA
5/17/2017,MHalbur,Pretreatment,525180,4270310,1,0,0,NA
5/17/2017,MHalbur,Pretreatment,525190,4270310,2,0,0,NA
5/17/2017,MHalbur,Pretreatment,525200,4270310,1,0,0,NA
5/17/2017,MHalbur,Pretreatment,525210,4270310,1,0,0,NA
5/17/2017,MHalbur,Pretreatment,525220,4270310,2,0,0,NA
5/18/2017,MHalbur,Pretreatment,525030,4270300,4,0,2,NA
5/18/2017,MHalbur,Pretreatment,525040,4270300,1,0,1,NA
5/18/2017,MHalbur,Pretreatment,525050,4270300,0,0,0,NA
5/18/2017,MHalbur,Pretreatment,525060,4270300,0,0,1,NA
5/18/2017,MHalbur,Pretreatment,525070,4270300,1,0,1,NA
5/18/2017,MHalbur,Pretreatment,525080,4270300,0,0,1,NA
5/18/2017,MHalbur,Pretreatment,525090,4270300,1,1,2,NA
5/18/2017,MHalbur,Pretreatment,525100,4270300,2,0,1,NA
5/18/2017,MHalbur,Pretreatment,525110,4270300,2,0,2,NA
5/18/2017,MHalbur,Pretreatment,525120,4270300,2,0,1,NA
5/18/2017,MHalbur,Pretreatment,525130,4270300,4,0,1,NA
5/18/2017,MHalbur,Pretreatment,525140,4270300,3,0,2,NA
5/18/2017,MHalbur,Pretreatment,525150,4270300,1,0,0,NA
5/17/2017,MHalbur,Pretreatment,525160,4270300,0,0,0,NA
5/17/2017,MHalbur,Pretreatment,525170,4270300,3,0,2,NA
5/17/2017,MHalbur,Pretreatment,525180,4270300,1,0,0,NA
5/17/2017,MHalbur,Pretreatment,525190,4270300,1,0,0,NA
5/17/2017,MHalbur,Pretreatment,525200,4270300,0,0,0,NA
5/18/2017,MHalbur,Pretreatment,525030,4270290,3,0,2,NA
5/18/2017,MHalbur,Pretreatment,525040,4270290,0,0,0,NA
5/18/2017,MHalbur,Pretreatment,525050,4270290,2,0,1,NA
5/18/2017,MHalbur,Pretreatment,525060,4270290,0,0,0,NA
5/18/2017,MHalbur,Pretreatment,525070,4270290,0,0,2,NA
5/18/2017,MHalbur,Pretreatment,525080,4270290,3,0,2,NA
5/18/2017,MHalbur,Pretreatment,525090,4270290,2,1,2,NA
5/18/2017,MHalbur,Pretreatment,525100,4270290,2,0,0,NA
5/18/2017,MHalbur,Pretreatment,525110,4270290,3,0,2,NA
5/18/2017,MHalbur,Pretreatment,525120,4270290,5,0,2,NA
5/18/2017,MHalbur,Pretreatment,525130,4270290,4,0,1,NA
5/18/2017,MHalbur,Pretreatment,525140,4270290,4,0,2,NA
5/18/2017,MHalbur,Pretreatment,525150,4270290,4,0,1,NA
